jp,cn,kr,en
「立つ鳥跡を濁さず、ですね」,“来去不留痕啊。”,「아름다운 사람은 머문 자리도 아름답다죠.」,
これで来た時となんら変りもない。痕跡でも残して、問題になるのはごめんだ。,清理完以后和我们来时没什么区别。要是留下污迹，那就太过意不去了。,처음 왔을 때와 같은 상태로 만들었다. 흔적이라도 남아 문제가 된다면 큰일이다.,
「うむ、ではこれにて第一回、天体観測を……」,“嗯，那么第一次天文观测就此……”,"「음. 그럼 이걸로 제1회, 천체 관측을…….」",
と先輩がそこまで言って言葉を切る。,学姐说到一半停了下来。,거기까지 말하고 선배님이 말허리를 끊었다.,
その原因は、,因为——,그 원인은,
にゃ〜。,喵～,야옹~,
猫だった。,冒出了一只小猫。,고양이였다.,
「……」,“……”,「…….」,
「……」,“……”,「…….」,
「……」,“……”,「…….」,
ぼくら三人はどこからか現れた一匹の猫をじっと見つめてしまう。,我们怔怔看着不知从哪里跑出来的小猫。,우리들은 어디선가 나타난 고양이 한 마리를 물끄러미 쳐다봤다.,
その猫はどうみても野良猫で、ここにすみついているのか、たまたま今ここにきたのかは分からないけど、,看上去明显是只野猫，不知道它是住在这里，还是偶然路过而已。,"그 고양이는 누가 봐도 길고양이처럼 보였다. 이곳에 눌러앉은 녀석인지, 지금 우연히 여기로 흘러든 것인지는 모르겠지만",
「第二回開催も近いな」,“第二次举办也不远了。”,「제2회가 곧 개최되겠구나.」,
第二回天体観測はまたすぐにでも行われるのは明白だった。,第二次天文观测显然很快就会举行。,제2회 천체 관측이 당장이라도 시작될 기세였다.,
人懐っこいらしい野良猫をしばらく撫で、ぼくらはその可愛い誘惑をふりきって帰路につく。,我们摸了一会儿那只自来熟的野猫，然后拒绝了这份可爱的诱惑，踏上回家的路。,"우리는 붙임성 좋은 길고양이를 한동안 쓰다듬은 뒤, 끝내 귀여운 유혹을 뿌리치고 귀갓길에 오른다.",
「さて、いくとしよう」,“好了，我们走吧。”,「이만 가도록 할까.」,
先輩がポケットから鍵をとりだし、指で器用にくるくるとまわし、ユエナに尋ねる。,学姐从口袋里掏出钥匙，用手指甩着钥匙扣，同时向由依奈问道。,선배님이 주머니에서 열쇠를 꺼내 재주 좋게 손가락으로 빙빙 돌리며 유에나에게 묻는다.,
「ユエナくん、我々はこれから部室に寄った後帰宅するが、君は――どうする？」,“由依奈，我们去一趟活动室以后就回家了，你呢？”,"「유에나 군. 우리는 이제 부실에 들렀다 귀가할 텐데, 너는―― 어떡할 거지?」",
ユエナはしゃがんだまま、猫をみつめがら呟く。,由依奈依然蹲在地上看着野猫。,유에나는 쪼그려 앉은 채 고양이를 바라보며 작게 말했다.,
「もう少しここにいる」,“我再在这里待一会儿。”,「좀 더 여기 있을래.」,
そう言った。,她如此说道。,여기에 남겠다고.,
「え？」,“哎？”,「뭐?」,
ぼくは思わず聞き返してしまったが、先輩はそれを特に気にすることはなく、,我忍不住反问了一句，但学姐似乎并不在意。,"나는 무심코 되물었지만, 선배님은 특별히 개의치 않는 듯",
「では少年、帰るとしようか」,“那我们回去吧，少年。”,"「그럼 소년, 가도록 할까.」",
「ではな、ユエナくん。また会おう」,“下次再见，由依奈。”,"「우린 이만, 유에나 군. 다시 만나자.」",
「でも……ボク……」,“可是……我……”,「그래도…… 나…….」,
「楽しかったからな、ユエナくんとはまた会いたいと思っているよ。な、少年」,“今天玩得很开心，希望能再见到你。对吧，少年？”,"「즐거웠으니까. 유에나 군과는 다시 만나고 싶군. 그렇지, 소년?」",
「もちろんですよ、楽しかったです」,“是啊，今晚很开心。”,「물론이죠. 재밌었어요.」,
「そう、へんなの」,“这样啊……好奇怪。”,「그래? 이상해.」,
変ではないと思うけど。,我觉得并不奇怪啊。,이상할 건 없다고 생각하는데.,
「それじゃ」,“再见。”,「그럼 이만.」,
「またね、ユエナ。ばいばい」,“下次见，由依奈，拜拜。”,"「또 보자, 유에나. 바이 바이.」",
身を翻して屋上の出入口に向かった。,学姐转身走向天台门口。,선배님이 몸을 돌려 옥상 출입구로 향한다.,
ぼくはそれに慌ててついていく。,我急急忙忙跟上她的脚步。,나는 서둘러 그 뒤를 따랐다.,
一度だけ後ろを振り返った。,但中途还是忍不住回头看去。,그리고 한 번 뒤를 돌아보았다.,
「――ばい」,“——拜拜。”,「――바이.」,
目があって、ユエナがひらひらと手を振っていたので、ぼくも手を振り返す。,我们四目相接，由依奈正在对我挥手道别，于是我也挥了挥手。,눈이 마주친다. 유에나가 손을 살랑살랑 흔들고 있었다. 나도 따라서 손을 흔든다.,
それがちょっとだけ恥ずかしくてぼくはすぐまた前を向く。,这让我有些不好意思，于是马上又将头扭了回去。,조금 민망해진 나는 다시 앞으로 향했다.,
ユエナを残したままぼくらは屋上をでて、扉を閉める。,最后，我们将由依奈留在天台，关上了门。,우리는 유에나를 남겨 두고 옥상을 나와 문을 닫았다.,
そして先輩は構わず鍵をかけ直した。,学姐毫不在意地锁上了门。,그리고 선배님은 주저하지 않고 열쇠를 잠갔다.,
「(いいのかな)」,“(这样真的好吗？)”,「(그래도 되나.)」,
それに対して、ぼくは何も言わないことにした。,而我还是选择了保持沉默。,이에 대해 나는 아무 말도 하지 않기로 했다.,
ユエナにもユエナなりの事情というものがあると、そう先輩はいうと思う。,我想，学姐应该会说由依奈也有她自己的秘密。,"유에나에게도 그 나름대로의 사정이 있을 것이라고, 선배님은 그렇게 말할 것이다.",
「楽しかったな」,“今天真开心啊。”,「재밌었지.」,
「ですね、楽しかったです。今日はありがとうございました」,“嗯，是啊。今天多谢学姐了。”,"「네, 재밌었어요. 오늘은 감사했습니다.」",
先輩と元来た道を戻る。,我们沿着来时的路返回。,선배님과 왔던 길로 되돌아간다.,
来た時薄暗かった廊下は、今は完全に闇の中のように感じた。,来的时候走廊只能算得上昏暗，现在则是一片漆黑。,올 때 어둑어둑하던 복도는 이제 완전히 어둠 속에 묻혀버렸다.,
月明かりももはや期待はできず、頼れるのはただ足元を照らす懐中電灯の小さな明かりのみ。,已经无法依靠月光来照明，只能靠手电筒仅能照亮脚下的微弱光亮。,"달빛도 더는 기대할 수 없고, 의지할 수 있는 건 오로지 발밑을 비추는 작은 손전등 불빛뿐.",
「ふふっ」,“呵呵。”,「후훗.」,
先輩が唐突に笑う。,学姐突然笑了。,선배님이 갑자기 웃는다.,
「どうしました？」,“怎么了？”,「무슨 일 있으세요?」,
「いーや、なにもないよっ」,“没什么。”,「아니ー 아무것도 아니야.」,
闇の向こうで先輩がウインクをした気がした。,感觉学姐在黑暗之中对我眨了眨眼。,어둠 속에서 선배님이 윙크를 한 것 같았다.,
ぼくまで嬉しくなる。,我的心情也变得好了起来。,나까지 유쾌해졌다.,
"夜の闇の深さ、不気味さは随分と増していたけれど、それを相殺して余るほどの""楽しかった""が心の中にある。",尽管黑暗变得更加深邃可怖，但我此时心中的愉快足以抵消恐惧。,"어둡고 깊은 밤, 섬뜩함이 가증되었지만 그것을 지우고도 남을 만큼의 「즐거움」이 마음속에 있었다.",
部室に戻り、望遠鏡を置く。,我们回到活动室，将望远镜放回原位。,부실로 돌아와 망원경을 내려놓는다.,
「ここに置いておいて大丈夫ですか？」,“放在这里可以吗？”,「여기 놔 둬도 괜찮나요?」,
「ああ、問題ない。どうせすぐ使うだろうからな」,“嗯，没问题，反正过几天又会用到它了。”,"「그래, 문제없어. 어차피 금방 쓸 테니까.」",
「了解です」,“好的。”,「알겠습니다.」,
ぼくらは部室をでて、先輩が鍵をかける。,我们离开活动室，学姐锁好了门。,부실을 나와 선배님이 열쇠를 잠근다.,
「さて、帰ろうか、少年」,“好了，回家吧，少年。”,"「이제 돌아갈까, 소년.」",
「そうですね」,“是啊。”,「그래야겠네요.」,
夜の校舎を再び歩く。,我们再次漫步在夜晚的校舍中。,어둠이 내리깔린 교사를 다시 걸어간다.,
「ふわぁ」,“呼啊……”,「흐아암.」,
突然眠気が襲ってきた。,睡意突然袭来。,갑자기 졸음기가 쏟아졌다.,
「はわぁ……」,“哈啊……”,「하아아…….」,
先輩もつられてあくびをした。,学姐也跟着打了个哈欠。,선배님도 따라서 하품을 한다.,
