jp,cn,kr,en
その帰り道に、ユエナは今どうしているのかを思う。,路上，我思考着由依奈现在在做什么。,길을 걸으며 유에나가 지금 뭘 하고 있을지 생각해 본다.,
「ユエナをいかせて正解だったのかな」,“让由依奈跟那个人走是正确的吗？”,「유에나를 보내길 잘한 걸까.」,
その答えを言ってくれるものはいない。,没有人能回答我。,답해 줄 사람은 없다.,
ぼくはあの女性のことも、そしてユエナのことも、まだまだ全然知らない。,我对那个女人，还有由依奈都还一无所知。,"나는 그 여성에 관해서, 그리고 유에나에 관해서도 아직 모르는 것이 너무나 많다.",
だからユエナがわかったと言ったとき、ぼくには止めることもすすめることもできなかった。,所以由依奈同意上车的时候，我没能阻止，也没法同意。,그래서 유에나가 가겠다고 말했을 때 말릴 수도 없었고 권할 수도 없었다.,
黙っているしかない。,只是沉默。,그저 가만히 있을 수밖에.,
そうするしかない。,只能沉默。,그럴 수밖에 없었다.,
どうしようもなく感じる自分の無力が、ぼくはまだまだ子供なんだぞということを突きつけてくる。,我的无能为力在向我强调着，我还是个孩子。,모면할 수 없는 무력함을 느낀다. 아직 나 자신이 어린아이란 것을 직시하게 된다.,
宇宙人であるユエナが、見知らぬ女性につれていかれた先の想像はいくつかついてしまうのに。,只能想象着身为外星人的由依奈被陌生的女人带去什么样的地方。,외계인인 유에나가 낯선 여성에게 끌려갔을 때 어떤 일을 당할지는 상상할 수 있으면서.,
「ユエナ……」,“由依奈……”,「유에나…….」,
世界を揺るがす可能性のあるユエナの存在は、きっと秘密裡に処理されていくのだとぼくは思う。,作为动摇整个世界的可能性，由依奈肯定会在什么秘密基地被处理掉吧。,세상을 뒤흔들 만한 유에나의 존재는 반드시 비밀리에 처리될 것이라고 나는 생각한다.,
生まれた場所が違えば、生きていく場所も違うのだということ。,出生的地方不同，生长的地方也不同。,태어난 장소가 다르면 살아가는 장소도 다른 법.,
いまだ中学生のぼくに、世界などかえることも出来ないということ。,我只是一个初中生，没有办法改变世界。,겨우 중학생인 내가 세상을 바꾸기에는 턱없이 힘이 모자르다는 것.,
それらがどうしようもなく、ぼくの背中にのっかかる。,无数的无可奈何，重重地压在我背上。,그런 것들이 내 어깨를 무겁게 짓눌렀다.,
「っ」,“啧。”,「윽.」,
ぼくは道端の小石を蹴る。,我踢着路边的小石头。,나는 길가의 작은 돌멩이를 걷어찼다.,
アスファルトの上を転がった小石は、やがて側溝に落ちて見えなくなった。,滚在柏油路上的小石头，掉进路边的沟里不见了。,아스팔트 위를 구르던 돌멩이는 이윽고 도랑에 떨어지고 말았다.,
「みなさん、よろしくお願いしますわね」,“同学们，多多关照。”,"「여러분, 앞으로 잘 부탁할게요.」",
「え……」,“哎……？”,「아…….」,
教壇の上で、丁寧に頭を下げる白衣の女性を見て、ぼくは呆然とする。,看着讲台上认真鞠躬的白大褂女性，我愣住了。,"교단에 서서 정중히 고개를 수그린, 백의를 입은 여성. 나는 그녀를 보고 아연실색했다.",
「結構美人だな」,“挺漂亮的啊。”,코세이「꽤 예쁜데.」,
航生が振り向いて、そんなことを言ってくる。,航生转过头来说着。,코세이가 돌아보며 나에게 말을 걸었다.,
ぼくはかすれた声で、「うん」としか言えない。,我只能“嗯”了一声。,나는 갈라진 목소리로 「응.」하고 짧게 대답했다.,
黒板にかかれた、椿木という文字を、あの女性の名前だと認識するのにも時間がかかった。,理解到黑板上写的“椿木”两个字是她的名字我也费了好半天时间。,칠판에 쓰인 츠바키라는 글자가 저 여성의 이름이란 것을 인식하는 데에도 시간이 걸렸다.,
「せ、先生、だったの？」,“她是，老师？”,"「서, 선생님, 이었어?」",
昨日突如として現れユエナを連れて行った白衣の女性は、ぼくの目の前に、教育実習生として再び姿を現した。,昨天突然出现带走由依奈的白大褂女性，今天突然以实习教师的身份再次出现。,어제 돌연히 나타나 유에나를 데려간 백의의 여성이 내 눈앞에 교육 실습생으로서 재차 모습을 드러냈다.,
「しばらくの間、よろしくお願いします」,“时间不长，大家多多关照。”,「한동안 잘 지내 봐요.」,
パチパチパチパチ。,啪啪啪啪。,짝짝짝짝.,
教室が拍手で満たされる。,鼓掌的声音响彻教室。,교실이 박수 소리로 가득하다.,
「……」,“……”,「…….」,
「――っ」,“——”,「――윽.」,
目が合う。あった気がする。,好像目光对上了。,눈이 마주친다. 마주친 듯한 느낌이다.,
ぼくは目を逸らさずいる。逸らしてはいけないと思う。,我没有转开视线。有种不可以转开实现的预感。,나는 눈길을 피하지 않았다. 피하면 안 될 것 같았다.,
まずは聞きたいことがたくさんある。教育実習生としてここにいるなら、ぼくは都合が良いと思った。,想问的事情很多。突然作为实习教师出现，实在是太巧了。,묻고 싶은 것이 많다. 교생으로 온 것이라면 차라리 잘됐다고 생각했다.,
何から聞こう。やはりユエナのことだろう。,先问什么？问由依奈的事？,뭐부터 물어볼까. 역시 유에나가 먼저다.,
ぼくはそんなことを考えながら、睨むようにあの人を見ていると、,我盯着她，心里盘算着。,나는 그런 생각을 하면서 그 사람을 노려보듯이 응시했다.,
「今日はもう一人、紹介するひとがいます」,“今天还有一个人要介绍给大家。”,"담임 선생님「오늘은 한 사람 더, 소개할 사람이 있어요.」",
担任がそう言って、一気に教室がざわつく。,班主任这么一说，教室里一下子嘈杂起来。,담임 선생님의 한마디에 교실이 술렁거린다.,
ぼくはそのざわつきに少し取り残される。,吵闹声把我的意识稍稍拉了回来。,나는 다른 학생들과는 다른 세상에 있는 듯했다.,
やがて担任の「どうぞ入ってきてください」という言葉の後に続いて教室に入ってきたのは、,班主任说“进来吧”之后，走进教室的——,이윽고 담임 선생님이 「들어오세요.」하고 누군가를 불렀다. 그리고 교실에 나타난 사람은,
「ユエナ！？」,“由依奈？！”,「유에나!?」,
――ユエナだった。,——是由依奈。,――유에나였다.,
後ろでまとめた髪をゆらゆらと揺らして、ちゃんと歩いて教室に入ってくる。,搭在背上的长发轻轻摇动，她一步步走进教室。,"뒤로 묶은 머리카락을 살랑살랑 흔들며, 평온하게 걸어 들어온다.",
担任が黒板に何かを書いていく。,班主任在黑板上写着——,담임 선생님이 칠판에 글자를 쓴다.,
杠葉　由依奈,杠叶 由依奈,유즈리하 유에나.,
彼女の名前。,她的名字。,그녀의 이름이다.,
ちょっと癖のある字で、そう書かれていた。,名字的汉字很罕见。,독창적인 글씨체가 유에나의 이름을 나타내고 있었다.,
偽名だとすぐわかる。,一看就知道是假名字。,가명이란 것을 곧바로 알아챘다.,
「ゆずりは、ゆえなです」,“我是杠叶，由依奈。”,"「유즈리하, 유에나입니다.」",
たくさん練習したんだろう姿がみてとれる。,看得出来练习了很多次。,많이 연습한 모습이 엿보인다.,
由依奈の奈の最後の一画の先から、チョークの欠片が落ちて黒板の上を滑っていった。,在由依奈的奈最后一笔上，粉笔灰顺着黑板滑下。,이름 마지막 획 끝자락에서 분필 조각이 떨어져 내린다.,
どこかで蝉が鳴く。,不知哪里传来了蝉鸣。,어디선가 매미가 운다.,
季節は夏に入ったとぼくは思った。,已经是夏天了啊。,나는 계절이 여름으로 접어들었음을 느꼈다.,
クラスのみんなが騒いでいる。,班上的同学在吵闹着。,반 학생들이 떠들썩하다.,
それを呆れたような顔で、あの人は見ている。,那个女人一脸无奈地看着。,저 사람은 학생들의 모습을 메마른 눈빛으로 바라보고 있다.,
担任はしきりに、静かにするようにとなだめている。,班主任一个劲说着让大家安静下来。,담임 선생님은 계속해서 조용히 하라고 타이른다.,
それらを切り裂くように、まっすぐな声でユエナは――、,而打破这一切的，是由依奈的话语——,"그 모든 것들을 잘라내듯이, 유에나가 명확한 목소리로――",
「ともきに、会いに来た」,“我来见智纪了。”,"「토모키를, 만나러 왔어.」",
静寂がうるさくなった。,寂静的空气中，弥漫着骚动。,요란한 정적이 퍼진다.,
およそこれまで向けられたことのない視線がぼくに集まる。,过去从未感受过的无数视线聚集在我身上。,살면서 받아본 적 없는 시선이 나에게로 쏟아진다.,
「え、え……」,“哎？哎……？”,"「엇, 아…….」",
どこにいけば分からない視線は、最終的にあの人にたどり着いて、,无所适从的视线，最终落在了那个人脸上。,어디로 향할지 망설이던 시선이 끝내 그 사람을 향한다.,
教育実習生、椿木先生は、ニヤニヤと笑っていた。,实习教师——椿木老师正一脸坏笑。,"교육 실습생, 츠바키 선생님은, 히죽히죽 웃고 있었다.",
