number,jp,cn,kr,en
1357,ユエナが飛んでいいのは部室だけと決めていたけど、どうせ屋上なんて誰も来ないし、見られる心配もないだろうと思った。,虽然之前决定只能让由依奈在活动室里飞，但反正天台上都不会有人过来，不用担心被人发现。,부실에서만 날기로 약속했지만 어차피 옥상엔 아무도 오지 않고 누군가 볼 위험도 없을 것이다.,
1358,それと――,然后——,그리고――,
1359,「ふふ～ん、頭上はおさえた」,“哼哼～，已夺取制空权。”,「흐흥~ 유리한 고지를 점령했다.」,
1360,猫の走る上をピタリとついて飛んでいる。,由依奈精准飞在奔跑的小猫上方。,달려가는 고양이 바로 위에 딱 붙어 날고 있다.,
1361,「どこでそんな言葉覚えたんだか」,“从哪里学来这种台词的啊。”,「어디서 그런 말을 배웠어.」,
1362,ユエナらしくない言葉だと思って、すぐに椿木先生の影響かなと思う。,感觉这一点都不像由依奈会说的话，我很快就想到应该是椿木老师的影响。,유에나답지 않은 말이다. 츠바키 선생님의 영향을 받은 것 같다.,
1363,「でも、楽しそうだからいいかな」,“不过，她开心就好。”,「그래도 즐거워 보이니까 됐나.」,
1364,「んふふっ～」,“哎嘿嘿～”,「우후후~」,
1365,ユエナが楽しそうなのはいいことだし、そんなユエナの姿を見るのもぼくは好きだ。,由依奈开心就好，而且我也喜欢看到她高兴的样子。,유에나가 즐겁다면 좋은 일이고 나도 그런 유에나를 보는 게 좋다.,
1366,だから猫には申し訳ないけど、もう少しだけユエナに付き合ってもらおう。,虽然对不住小猫，但还是请它陪由依奈再闹一会儿吧。,그러니 고양이한테는 미안하지만 조금만 더 유에나와 놀아 주길 바란다.,
1367,ユエナは飛ぶことに関しては地球を何周でもできるらしいので、体力が先につきるのは猫のはずだ。,由依奈可以连续绕地球飞行几周，所以小猫的体力应该会先行耗尽。,유에나는 지구를 몇 바퀴나 돌 수 있다고 했으니 체력적으로는 고양이가 먼저 지칠 것이다.,
1368,「程よいところで止めてあげなくちゃなあ」,“得让她见好就收啊。”,「적당히 하다가 말려야겠네.」,
1369,「ともきともき～っ」,“智纪智纪～”,"「토모키, 토모키~」",
1370,屋上の端の方で、飛びながらユエナがぼくを呼んでいる。,由依奈飞在天台边缘上叫着我的名字。,옥상 끄트머리에서 날아가던 유에나가 나를 부른다.,
1371,「なにー？」,“怎么了？”,「왜 그래ー?」,
1372,「猫に触るから見ててねっ」,“我要摸小猫了，你看好咯。”,「고양이 만질 테니까 잘 봐 줘!」,
1373,「それはいいけど、前気をつけてー！」,“你要抓它是没关系，但是小心前面啊！”,「그건 상관없는데 앞에 조심해ー!」,
1374,「ふぇ？」,“哎？”,「흐에?」,
1375,ガシャーーーンッ！！。,咚——！！,콰앙――――!!,
1376,「あたっ」,“好疼。”,「아야.」,
1377,「ユエナ大丈夫！？」,“由依奈，你没事吧？！”,"「유에나, 괜찮아!?」",
1378,慌ててユエナに駆け寄る。,我急忙跑到由依奈身边。,황급히 유에나에게 달려간다.,
1379,「～～～っ」,“～～～”,「으~~~」,
1380,「だ、大丈夫？」,“没、没事吧？”,"「괘, 괜찮아?」",
1381,ふらふらとユエナが浮き上がる。,由依奈晃晃悠悠飘了起来。,유에나가 휘청거리며 떠오른다.,
1382,「だいじょうぶっ」,“没事。”,「괜찮아!」,
1383,ピシッとユエナがピースをする。,她比划了个V字手势。,유에나가 힘차게 브이 사인을 그린다.,
1384,「ともき、猫は？」,“智纪，猫呢？”,「토모키. 고양이는?」,
1385,「あそこ」,“在那边。”,「저쪽.」,
1386,ぼくは猫を指さす。,我指了指小猫。,나는 고양이를 가리켰다.,
1387,猫は時折こちらを警戒しながら、前足を器用に使って袋から餌をだして舌でぺろぺろ舐めている。,小猫时不时朝我们这边张望，同时用前脚灵巧地从袋子里拿出猫粮，用舌头舔来舔去。,고양이는 이따금 우리를 경계하면서 앞발로 능숙하게 먹이를 꺼내어 핥아 먹고 있다.,
1388,「……ほんと、大丈夫？」,“……你真的没事吗？”,「……정말로 괜찮아?」,
1389,ユエナを一瞥する。,我看了一眼由依奈。,유에나를 힐끔 쳐다본다.,
1390,また追いかけようとしたら止めようかと思ったけれど、ユエナはそっと猫を見ているだけで、追いかける様子はなかった。,如果她还要继续追，那我就会阻止她。但她只是静静看着小猫，没有要追上去的意思。,"또 쫓아가려 하면 말릴까 했지만, 유에나는 가만히 고양이를 보고 있을 뿐 쫓아가지 않았다.",
1391,ただ――,只不过——,그저――,
1392,「かわいいねっ、猫！」,“小猫真可爱！”,"「귀엽다, 고양이!」",
1393,「うん……そうだね」,“嗯……是啊。”,「응…… 그러네.」,
1394,そう笑うユエナも、追いかけず猫を見つめるユエナも、ぼくは可愛いと思った。,无论是她露出笑容的模样，还是在原地静静看着小猫的模样，我都觉得很可爱。,"그렇게 웃는 유에나도, 쫓아가지 않고 고양이를 바라보는 유에나도, 나는 귀엽다고 생각했다.",
1395,「涼しい～」,“真凉快啊～”,「시원하다~」,
1396,「すずしい」,“真凉快。”,「시원하다.」,
1397,隣でユエナが同じことを言う。,身旁的由依奈将我的话重复了一遍。,옆자리 유에나가 같은 말을 반복한다.,
1398,ぼくらは屋上への出入口がある壁にもたれかかって、座っていた。,我们背靠着墙坐在天台门口边上。,우리는 옥상 출입구가 있는 벽에 기대 앉아 있다.,
1399,日陰だからである。,因为这里背阴凉爽。,그늘이 있기 때문이다.,
1400,「こういう場所でラムネとか飲んでみたいよね」,“坐在这种地方，真想喝瓶弹珠汽水啊。”,「이런 데에서 라무네 같은 거 마셔 보고 싶단 말이지.」,
1401,「ラムネ？」,“弹珠汽水？”,「라무네?」,
1402,「そうラムネ。夏祭りとかでよく売ってたりするんだけど、ちょっと待ってね」,“对，弹珠汽水。夏日祭典之类的活动上经常会有卖，你等我一下。”,"「응, 라무네. 여름 축제 같은 데서 자주 파는 건데, 잠시만 있어 봐.」",
1403,スマホでラムネの画像検索をする。,我用手机搜索弹珠汽水的图片。,스마트폰으로 라무네 이미지를 검색한다.,
1404,「ほら、こういうの」,“你看，就像这样。”,「봐. 이런 거.」,
1405,「そう……きれい」,“这样啊……好漂亮。”,「그래…… 예뻐.」,
1406,「でしょう？　ラムネの瓶とか色ってすごく夏に合う気がすると思う」,“漂亮吧？我觉得弹珠汽水的瓶子和颜色都跟夏天很搭。”,「그렇지? 라무네 병이랑 색감이 여름이랑 잘 어울리는 거 같아.」,
1407,「うん」,“嗯。”,「응.」,
1408,「今度先輩がいるときに、屋上でラムネ飲もうよ。夏の青空が広がっている下でさ、涼しい風を浴びながら学校の屋上でラム……」,“下次等学姐在的时候，我们一起在天台和弹珠汽水吧。在夏日的蓝天下，沐浴着凉爽的风，在学校的天台上喝弹珠汽水……”,"「다음에 선배님 있을 때 옥상에서 라무네 마시자. 푸른 여름 하늘 아래, 시원한 바람을 맞으며 학교 옥상에서 라무네…….」",
1409,――こつ。,——啪。,――톡.,
1410,「ん？」,“嗯？”,「응?」,
1411,左肩に何かが乗る感覚。,好像有什么东西搭在了我的左肩上。,왼쪽 어깨에 무언가 톡 닿는 감각.,
1412,「ユエナ！？」,“由依奈？！”,「유에나!?」,
1413,「う……ん」,“嗯……”,「으…… 응.」,
1414,眠そうだ。,她一副昏昏欲睡的样子。,졸려 보인다.,
1415,「ね、眠いの？」,“你、你困了？”,"「조, 졸려?」",
1416,「ねむい」,“很困。”,「졸려.」,
1417,「そ、そうなんだ」,“这、这样啊。”,"「그, 그렇구나.」",
1418,自分で、なにがそうなんだ、だよとツッコむ。,我自己都觉得自己的回答很傻。,그렇기는 뭐가 그러냐. 속으로 중얼거린다.,
1419,でもぼくもこういう時になんて言ったらいいか分からない。,但我实在不明白这种时候该说些什么。,하지만 나는 이럴 때 뭐라 말하면 좋을지 모르겠다.,
1420,肩貸すよ、なんてセリフはぼくには到底言えない。,要主动把肩膀借给她靠，这种话我实在说不出口。,"어깨 빌려줄게, 하는 대사는 나로썬 도저히 말할 수 없다.",
1421,だけどユエナの気持ちは分かる。,但我理解由依奈此时的心情。,그래도 유에나의 마음은 알 듯하다.,
1422,「いい天気だもんね」,“天气真好啊。”,「날씨가 좋으니까.」,
1423,夏の日差しを避けて、涼しい風が吹いて、静かで、遠くからは部活をやっている生徒の声が僅かに届く場所――屋上。,我们避开夏日的烈阳，凉风拂面而来，在这安静的天台之上，只能微微听到远处传来学生们在参加社团活动的声音。,"여름 햇살을 피해 시원한 바람이 불어오는 옥상. 조용히, 저 멀리서 희미하게 들려오는 동아리 학생들의 목소리.",
1424,それに授業の疲れもある。,以及上课积累下来的疲惫。,거기에 수업으로 인한 피로감도 있다.,
1425,ひと眠りするには、絶好だ。,现在可以说是假寐片刻的绝佳时机。,한숨 잠을 자기에 아주 좋은 환경이다.,
1426,「ユエナ。寝ちゃってもいいよ、ぼくもすごく眠い」,“由依奈，想睡就睡吧，我也困了。”,「유에나. 자도 괜찮아. 나도 엄청 졸려.」,
1427,「ともき、も？」,“智纪也困了？”,"「토모키, 도?」",
1428,「うん。温かくて涼しいから、こういう時、こういう場所では大抵の人間は眠くなるよ」,“嗯。这里暖洋洋的却又很凉快，这种时候大多数人都会犯困的。”,「응. 따뜻하고 시원하니까. 이런 때 이런 장소에서 인간은 대부분 졸게 되거든.」,
1429,「でも……わたしは、宇宙人」,“可是……我是外星人。”,"「그래도…… 나는, 외계인.」",
1430,「でも、ユエナも眠いんでしょう？　なら、地球人とか宇宙人とか関係ないんだと思う」,“但是你也困了吧？那就跟地球人还是外星人没有关系。”,「하지만 유에나도 졸리잖아? 그럼 지구인이든 외계인이든 상관없는 거야.」,
1431,「だってぼくもユエナも、こんなにも眠いんだから」,“因为我们现在都觉得困了啊。”,「나도 유에나도 졸린 건 사실이니까.」,
